fips,lat,long,state,county
5053,34.29017991,-92.42320562, Arkansas,Grant County
5055,36.1173546,-90.55832668, Arkansas,Greene County
5057,33.73325583,-93.66935133, Arkansas,Hempstead County
5059,34.31709259,-92.95396325, Arkansas,Hot Spring County
5061,34.09007427,-93.9934871, Arkansas,Howard County
5063,35.74242707,-91.57001641, Arkansas,Independence County
5065,36.09604046,-91.90847954, Arkansas,Izard County
5067,35.59802983,-91.21494602, Arkansas,Jackson County
5069,34.26767081,-91.92619839, Arkansas,Jefferson County
5071,35.56759135,-93.46036368, Arkansas,Johnson County
5073,33.24116713,-93.60677071, Arkansas,Lafayette County
5075,36.04188196,-91.10867198, Arkansas,Lawrence County
5077,34.78498904,-90.78383866, Arkansas,Lee County
5079,33.95317155,-91.74002806, Arkansas,Lincoln County
5081,33.70375665,-94.23468591, Arkansas,Little River County
5083,35.21413234,-93.71951016, Arkansas,Logan County
5085,34.75392199,-91.88742357, Arkansas,Lonoke County
5087,36.01038185,-93.72524943, Arkansas,Madison County
5089,36.26844485,-92.68451899, Arkansas,Marion County
5091,33.31403423,-93.89285258, Arkansas,Miller County
5093,35.76271485,-90.0519437, Arkansas,Mississippi County
5095,34.6815935,-91.20540287, Arkansas,Monroe County
5097,34.53704874,-93.65824478, Arkansas,Montgomery County
5099,33.66340119,-93.30632432, Arkansas,Nevada County
5101,35.91947491,-93.21612969, Arkansas,Newton County
5103,33.58839816,-92.87795984, Arkansas,Ouachita County
5105,34.9459153,-92.94372564, Arkansas,Perry County
5107,34.43268455,-90.84800154, Arkansas,Phillips County
5109,34.16250414,-93.65789349, Arkansas,Pike County
5111,35.57433534,-90.66268713, Arkansas,Poinsett County
5113,34.48254879,-94.22728802, Arkansas,Polk County
5115,35.44871474,-93.03212219, Arkansas,Pope County
5117,34.83624419,-91.55162157, Arkansas,Prairie County
5119,34.77054088,-92.31355101, Arkansas,Pulaski County
5121,36.3415714,-91.02455531, Arkansas,Randolph County
5123,35.02201976,-90.74828138, Arkansas,St. Francis County
5125,34.64916145,-92.67583224, Arkansas,Saline County
5127,34.85588887,-94.0632176, Arkansas,Scott County
5129,35.9109364,-92.69936482, Arkansas,Searcy County
5131,35.19605503,-94.27162713, Arkansas,Sebastian County
5133,33.99780401,-94.2424869, Arkansas,Sevier County
5135,36.16258158,-91.47819342, Arkansas,Sharp County
5137,35.86251946,-92.15684085, Arkansas,Stone County
5139,33.16887091,-92.59746952, Arkansas,Union County
5141,35.58095779,-92.51295036, Arkansas,Van Buren County
5143,35.976844,-94.21800746, Arkansas,Washington County
5145,35.25688493,-91.74908296, Arkansas,White County
5147,35.18902527,-91.2439489, Arkansas,Woodruff County
5149,35.00292371,-93.41171338, Arkansas,Yell County
6001,37.64629437,-121.8929271, California,Alameda County
6003,38.59678594,-119.8223594, California,Alpine County
6005,38.44583082,-120.65696, California,Amador County
6007,39.66727762,-121.6005252, California,Butte County
6009,38.20537103,-120.552913, California,Calaveras County
6011,39.17881957,-122.2331726, California,Colusa County
6013,37.91923498,-121.9289527, California,Contra Costa County
6015,41.74228275,-123.8974063, California,Del Norte County
6017,38.77965956,-120.5233166, California,El Dorado County
6019,36.75733899,-119.6466953, California,Fresno County
6021,39.59875897,-122.3938452, California,Glenn County
6023,40.69923009,-123.876044, California,Humboldt County
6025,33.0393082,-115.3669042, California,Imperial County
6027,36.51112084,-117.4111978, California,Inyo County
6029,35.34329425,-118.7277796, California,Kern County
6031,36.07409056,-119.8159973, California,Kings County
6033,39.10124298,-122.7536244, California,Lake County
6035,40.67311306,-120.5935099, California,Lassen County
6037,34.30828379,-118.2282411, California,Los Angeles County
6039,37.21513971,-119.7665589, California,Madera County
6041,38.07122463,-122.7210631, California,Marin County
6043,37.57978556,-119.9073334, California,Mariposa County
6045,39.4381191,-123.3911313, California,Mendocino County
6047,37.18922369,-120.7209035, California,Merced County
6049,41.58965602,-120.7244817, California,Modoc County
6051,37.93899289,-118.8872409, California,Mono County
6053,36.21862405,-121.2413397, California,Monterey County
6055,38.50735751,-122.332839, California,Napa County
6057,39.30394768,-120.7627281, California,Nevada County
6059,33.70147516,-117.7645998, California,Orange County
6061,39.06167234,-120.7240569, California,Placer County
6063,40.00355989,-120.8395236, California,Plumas County
6065,33.74314981,-115.9933578, California,Riverside County
6067,38.45106826,-121.3425374, California,Sacramento County
6069,36.60308176,-121.069975, California,San Benito County
6071,34.84060306,-116.1774685, California,San Bernardino County
6073,33.03484597,-116.7365326, California,San Diego County
6075,37.75215114,-122.4385672, California,San Francisco County
6077,37.93433732,-121.2730061, California,San Joaquin County
6079,35.38822029,-120.4039028, California,San Luis Obispo County
6081,37.4228808,-122.3275546, California,San Mateo County
6083,34.65329488,-120.0188492, California,Santa Barbara County
6085,37.23104908,-121.6970462, California,Santa Clara County
6087,37.05580291,-122.0066524, California,Santa Cruz County
6089,40.76391419,-122.0396884, California,Shasta County
6091,39.57713498,-120.5200701, California,Sierra County
6093,41.59198861,-122.5407434, California,Siskiyou County
6095,38.26827353,-121.9357113, California,Solano County
6097,38.52746429,-122.8862506, California,Sonoma County
6099,37.55862499,-120.9970722, California,Stanislaus County
6101,39.03417539,-121.6945899, California,Sutter County
6103,40.12570935,-122.2370171, California,Tehama County
6105,40.6491767,-123.114713, California,Trinity County
6107,36.22026558,-118.8020203, California,Tulare County
6109,38.02644018,-119.9525093, California,Tuolumne County
6111,34.44465746,-119.0910613, California,Ventura County
6113,38.68278902,-121.9018288, California,Yolo County
6115,39.26255932,-121.3535644, California,Yuba County
8001,39.87432092,-104.3362578, Colorado,Adams County
8003,37.57250606,-105.7885451, Colorado,Alamosa County
8005,39.64977461,-104.3353617, Colorado,Arapahoe County
8007,37.19474156,-107.0476867, Colorado,Archuleta County
8009,37.31940883,-102.5603223, Colorado,Baca County
8011,37.95474293,-103.0720195, Colorado,Bent County
8013,40.09313619,-105.3546767, Colorado,Boulder County
8014,39.95998787,-105.0566324, Colorado,Broomfield County
8015,38.74745778,-106.1926573, Colorado,Chaffee County
8017,38.82777431,-102.6032558, Colorado,Cheyenne County
8019,39.68864463,-105.6463118, Colorado,Clear Creek County
8021,37.201606,-106.1917488, Colorado,Conejos County
8023,37.27732493,-105.4276548, Colorado,Costilla County
8025,38.32608609,-103.7844965, Colorado,Crowley County
8027,38.10883162,-105.3683478, Colorado,Custer County
8029,38.86246243,-107.8631342, Colorado,Delta County
8031,39.76018276,-104.8725695, Colorado,Denver County
8033,37.75208676,-108.5211585, Colorado,Dolores County
8035,39.33133796,-104.930001, Colorado,Douglas County
8037,39.62754308,-106.6933637, Colorado,Eagle County
8039,39.28656773,-104.1358721, Colorado,Elbert County
8041,38.83240149,-104.5251411, Colorado,El Paso County
8043,38.47362326,-105.4399667, Colorado,Fremont County
8045,39.59921777,-107.902708, Colorado,Garfield County
8047,39.85646523,-105.5252597, Colorado,Gilpin County
8049,40.10603347,-106.1178042, Colorado,Grand County
8051,38.66611652,-107.0320729, Colorado,Gunnison County
8053,37.82247444,-107.3004345, Colorado,Hinsdale County
8055,37.68473101,-104.9612585, Colorado,Huerfano County
8057,40.6659387,-106.3408905, Colorado,Jackson County
8059,39.58635604,-105.2517692, Colorado,Jefferson County
8061,38.43260896,-102.7392145, Colorado,Kiowa County
8063,39.30497777,-102.6022199, Colorado,Kit Carson County
8065,39.20278823,-106.3555697, Colorado,Lake County
8067,37.28632032,-107.8429014, Colorado,La Plata County
8069,40.66671597,-105.4625784, Colorado,Larimer County
8071,37.3153406,-104.0376458, Colorado,Las Animas County
8073,38.98749519,-103.5136649, Colorado,Lincoln County
8075,40.7249637,-103.110817, Colorado,Logan County
8077,39.01787888,-108.469799, Colorado,Mesa County
8079,37.66954283,-106.9281698, Colorado,Mineral County
8081,40.61810999,-108.2070876, Colorado,Moffat County
8083,37.33859579,-108.5958857, Colorado,Montezuma County
8085,38.40214114,-108.2639022, Colorado,Montrose County
8087,40.2627981,-103.8093302, Colorado,Morgan County
8089,37.9014485,-103.7173385, Colorado,Otero County
8091,38.14717457,-107.7675136, Colorado,Ouray County
8093,39.120926,-105.7182065, Colorado,Park County
8095,40.59414277,-102.3577703, Colorado,Phillips County
8097,39.21720112,-106.9310027, Colorado,Pitkin County
8099,37.95544985,-102.3926052, Colorado,Prowers County
8101,38.17359144,-104.5127437, Colorado,Pueblo County
8103,39.97913541,-108.2179009, Colorado,Rio Blanco County
8105,37.5836865,-106.3847838, Colorado,Rio Grande County
8107,40.48596505,-106.9905548, Colorado,Routt County
8109,38.08054629,-106.282466, Colorado,Saguache County
8111,37.76248981,-107.6763289, Colorado,San Juan County
8113,38.00450883,-108.4020725, Colorado,San Miguel County
8115,40.87595412,-102.3519227, Colorado,Sedgwick County
8117,39.63803232,-106.1150762, Colorado,Summit County
8119,38.88133511,-105.1614893, Colorado,Teller County
8121,39.97015535,-103.202587, Colorado,Washington County
8123,40.55499405,-104.3929621, Colorado,Weld County
8125,40.00346839,-102.4258673, Colorado,Yuma County
9001,41.26809896,-73.3881171, Connecticut,Fairfield County
9003,41.80283011,-72.73103891, Connecticut,Hartford County
9005,41.7937534,-73.2451475, Connecticut,Litchfield County
9007,41.45949668,-72.53714864, Connecticut,Middlesex County
9009,41.4080325,-72.93620426, Connecticut,New Haven County
9011,41.48896435,-72.10430976, Connecticut,New London County
9013,41.85853803,-72.3308481, Connecticut,Tolland County
9015,41.82972709,-71.98182316, Connecticut,Windham County
10001,39.08646628,-75.56884914, Delaware,Kent County
10003,39.57992638,-75.64054974, Delaware,New Castle County
10005,38.66143781,-75.39031349, Delaware,Sussex County
11001,38.90417773,-77.01655992, District of Columbia,District of Columbia
12001,29.67866525,-82.35928158, Florida,Alachua County
12003,30.33060121,-82.28467476, Florida,Baker County
12005,30.26548745,-85.62122584, Florida,Bay County
12007,29.95079741,-82.16611613, Florida,Bradford County
12009,28.29409504,-80.73091022, Florida,Brevard County
12011,26.15184651,-80.48725556, Florida,Broward County
12013,30.40666734,-85.19394153, Florida,Calhoun County
12015,26.90131002,-81.92949121, Florida,Charlotte County
12017,28.84804315,-82.47614748, Florida,Citrus County
12019,29.98319144,-81.85609986, Florida,Clay County
12021,26.11091986,-81.34687065, Florida,Collier County
12023,30.22509788,-82.62160164, Florida,Columbia County
12027,27.18677893,-81.80941373, Florida,DeSoto County
12029,29.60631086,-83.15724673, Florida,Dixie County
12031,30.33225875,-81.66976468, Florida,Duval County
12033,30.67652764,-87.37284571, Florida,Escambia County
12035,29.45933576,-81.31508595, Florida,Flagler County
12037,29.83791238,-84.82731662, Florida,Franklin County
12039,30.57796289,-84.61915825, Florida,Gadsden County
12041,29.72856978,-82.79880657, Florida,Gilchrist County
12043,26.95635849,-81.18996211, Florida,Glades County
12045,29.93543004,-85.2427099, Florida,Gulf County
12047,30.49673973,-82.94998918, Florida,Hamilton County
12049,27.49293939,-81.80956574, Florida,Hardee County
12051,26.55386945,-81.16469006, Florida,Hendry County
12053,28.55364461,-82.42700204, Florida,Hernando County
12055,27.34254618,-81.34071957, Florida,Highlands County
12057,27.9276559,-82.32013172, Florida,Hillsborough County
12059,30.86747479,-85.81319222, Florida,Holmes County
12061,27.69308961,-80.60556721, Florida,Indian River County
12063,30.7954597,-85.21500423, Florida,Jackson County
12065,30.43669112,-83.89442308, Florida,Jefferson County
12067,29.98484137,-83.18166636, Florida,Lafayette County
12069,28.76202069,-81.7125123, Florida,Lake County
12071,26.58410348,-81.88399313, Florida,Lee County
12073,30.45955727,-84.27491114, Florida,Leon County
12075,29.31829741,-82.74007147, Florida,Levy County
12077,30.23766008,-84.8829258, Florida,Liberty County
12079,30.44396917,-83.47398594, Florida,Madison County
12081,27.47196942,-82.31831044, Florida,Manatee County
12083,29.21227113,-82.05803627, Florida,Marion County
12085,27.0772071,-80.43109784, Florida,Martin County
12086,25.6112362,-80.55170587, Florida,Miami-Dade County
12087,25.20904673,-81.07812416, Florida,Monroe County
12089,30.61037141,-81.80297522, Florida,Nassau County
12091,30.69143028,-86.59267105, Florida,Okaloosa County
12093,27.3863362,-80.88944347, Florida,Okeechobee County
12095,28.51367621,-81.31799498, Florida,Orange County
12097,28.06312234,-81.14882926, Florida,Osceola County
12099,26.64676272,-80.46536002, Florida,Palm Beach County
12101,28.30810945,-82.40227529, Florida,Pasco County
12103,27.93130349,-82.72239666, Florida,Pinellas County
12105,27.95027105,-81.69732947, Florida,Polk County
12107,29.60779729,-81.74230285, Florida,Putnam County
12109,29.90096506,-81.43589967, Florida,St. Johns County
12111,27.37763908,-80.47106649, Florida,St. Lucie County
12113,30.6934145,-87.02458128, Florida,Santa Rosa County
12115,27.18546175,-82.33174248, Florida,Sarasota County
12117,28.7158582,-81.24060348, Florida,Seminole County
12119,28.70181754,-82.0794267, Florida,Sumter County
12121,30.19746066,-82.9909967, Florida,Suwannee County
12123,30.04848048,-83.60445406, Florida,Taylor County
12125,30.04412971,-82.37497443, Florida,Union County
12127,29.05858895,-81.18263252, Florida,Volusia County
12129,30.16548905,-84.39895211, Florida,Wakulla County
12131,30.64204028,-86.16935664, Florida,Walton County
12133,30.61359259,-85.66002461, Florida,Washington County
13001,31.74847232,-82.28909114, Georgia,Appling County
13003,31.29633502,-82.87545866, Georgia,Atkinson County
13005,31.55456473,-82.45936528, Georgia,Bacon County
13007,31.32669878,-84.44218806, Georgia,Baker County
13009,33.06882326,-83.24701748, Georgia,Baldwin County
13011,34.35607081,-83.49644388, Georgia,Banks County
13013,33.99148694,-83.71436292, Georgia,Barrow County
13015,34.23732119,-84.83887523, Georgia,Bartow County
13017,31.76095874,-83.22145359, Georgia,Ben Hill County
13019,31.27590016,-83.2252992, Georgia,Berrien County
13021,32.80904227,-83.70489165, Georgia,Bibb County
13023,32.43829035,-83.33035166, Georgia,Bleckley County
13025,31.19576557,-81.97743999, Georgia,Brantley County
13027,30.83922642,-83.58303423, Georgia,Brooks County
13029,32.00979311,-81.44002948, Georgia,Bryan County
13031,32.39577406,-81.74811421, Georgia,Bulloch County
13033,33.05917989,-81.99928721, Georgia,Burke County
13035,33.2830945,-83.9543504, Georgia,Butts County
13037,31.53169785,-84.62725131, Georgia,Calhoun County
13039,30.92951916,-81.66601818, Georgia,Camden County
13043,32.40209349,-82.07702563, Georgia,Candler County
13045,33.58138199,-85.07976677, Georgia,Carroll County
13047,34.89872298,-85.13757014, Georgia,Catoosa County
13049,30.78371028,-82.13951596, Georgia,Charlton County
13051,32.00043026,-81.12489526, Georgia,Chatham County
13053,32.34341231,-84.78809239, Georgia,Chattahoochee County
13055,34.47197698,-85.34535662, Georgia,Chattooga County
13057,34.24393976,-84.47431861, Georgia,Cherokee County
13059,33.95436462,-83.37124007, Georgia,Clarke County
13061,31.62221166,-84.97713865, Georgia,Clay County
13063,33.54187245,-84.35594188, Georgia,Clayton County
13065,30.91395822,-82.70432472, Georgia,Clinch County
13067,33.94243204,-84.5761255, Georgia,Cobb County
13069,31.54892966,-82.8549206, Georgia,Coffee County
13071,31.18810588,-83.7677946, Georgia,Colquitt County
13073,33.54534185,-82.263524, Georgia,Columbia County
13075,31.16068491,-83.42947229, Georgia,Cook County
13077,33.35334302,-84.76129976, Georgia,Coweta County
13079,32.71391813,-83.98061238, Georgia,Crawford County
13081,31.92289565,-83.76811843, Georgia,Crisp County
13083,34.8549167,-85.50490424, Georgia,Dade County
13085,34.44244079,-84.16964071, Georgia,Dawson County
13087,30.87967778,-84.57619536, Georgia,Decatur County
13089,33.76944049,-84.22396017, Georgia,DeKalb County
13091,32.17265114,-83.16948926, Georgia,Dodge County
13093,32.15630737,-83.79746561, Georgia,Dooly County
13095,31.53328528,-84.21722377, Georgia,Dougherty County
13097,33.70291126,-84.77026156, Georgia,Douglas County
13099,31.32155345,-84.90255207, Georgia,Early County
13101,30.71101099,-82.89687287, Georgia,Echols County
13103,32.36616021,-81.34280942, Georgia,Effingham County
13105,34.11302332,-82.83936148, Georgia,Elbert County
13107,32.59221302,-82.30239915, Georgia,Emanuel County
13109,32.15328841,-81.8870105, Georgia,Evans County
13111,34.86430205,-84.316964, Georgia,Fannin County
13113,33.41357794,-84.49089434, Georgia,Fayette County
13115,34.26268279,-85.21577392, Georgia,Floyd County
13117,34.22604035,-84.1231513, Georgia,Forsyth County
13119,34.37525597,-83.23159927, Georgia,Franklin County
13121,33.79216944,-84.46319413, Georgia,Fulton County
13123,34.69316688,-84.45802506, Georgia,Gilmer County
13125,33.22879932,-82.61297636, Georgia,Glascock County
13127,31.23279254,-81.53811412, Georgia,Glynn County
13129,34.50487351,-84.87296253, Georgia,Gordon County
13131,30.87454847,-84.23418364, Georgia,Grady County
13133,33.5769205,-83.17139104, Georgia,Greene County
13135,33.96044201,-84.02137802, Georgia,Gwinnett County
13137,34.63331566,-83.53094677, Georgia,Habersham County
13139,34.32207823,-83.81896936, Georgia,Hall County
13141,33.2721566,-82.99766919, Georgia,Hancock County
13143,33.79602175,-85.21005667, Georgia,Haralson County
13145,32.73709786,-84.90538572, Georgia,Harris County
13147,34.34626973,-82.96567682, Georgia,Hart County
13149,33.29686567,-85.12886832, Georgia,Heard County
13151,33.4533428,-84.1481466, Georgia,Henry County
13153,32.45802497,-83.66879087, Georgia,Houston County
13155,31.60213036,-83.27501387, Georgia,Irwin County
13157,34.13794553,-83.56814788, Georgia,Jackson County
13159,33.31535543,-83.68844964, Georgia,Jasper County
13161,31.80405727,-82.6372487, Georgia,Jeff Davis County
13163,33.05867328,-82.41609057, Georgia,Jefferson County
13165,32.79248718,-81.96040187, Georgia,Jenkins County
13167,32.70211082,-82.66166794, Georgia,Johnson County
13169,33.02512137,-83.56019163, Georgia,Jones County
13171,33.07841647,-84.14263877, Georgia,Lamar County
13173,31.0382857,-83.06472457, Georgia,Lanier County
13175,32.46325233,-82.92221316, Georgia,Laurens County
13177,31.7793306,-84.14324253, Georgia,Lee County
13179,31.82588896,-81.49251135, Georgia,Liberty County
13181,33.79201475,-82.45024131, Georgia,Lincoln County
13183,31.75218791,-81.74952375, Georgia,Long County
13185,30.83568832,-83.27056716, Georgia,Lowndes County
13187,34.57286511,-84.00425681, Georgia,Lumpkin County
13189,33.47851918,-82.48252774, Georgia,McDuffie County
13191,31.49683595,-81.40163426, Georgia,McIntosh County
13193,32.35207048,-84.04234127, Georgia,Macon County
13195,34.12920917,-83.21218732, Georgia,Madison County
13197,32.3483402,-84.52733571, Georgia,Marion County
13199,33.04163534,-84.68859732, Georgia,Meriwether County
13201,31.16568912,-84.73151117, Georgia,Miller County
13205,31.22483255,-84.19381821, Georgia,Mitchell County
13207,33.014289,-83.92097166, Georgia,Monroe County
13209,32.17201038,-82.53527476, Georgia,Montgomery County
13211,33.59232073,-83.49129491, Georgia,Morgan County
13213,34.78897608,-84.74993177, Georgia,Murray County
13215,32.50931999,-84.87142262, Georgia,Muscogee County
13217,33.55514538,-83.8454714, Georgia,Newton County
13219,33.83749973,-83.43679568, Georgia,Oconee County
13221,33.8786296,-83.08278123, Georgia,Oglethorpe County
13223,33.91969522,-84.86848792, Georgia,Paulding County
13225,32.56934316,-83.82937, Georgia,Peach County
13227,34.46589159,-84.46406611, Georgia,Pickens County
13229,31.35928155,-82.21598442, Georgia,Pierce County
13231,33.09310242,-84.38790389, Georgia,Pike County
13233,34.00267074,-85.18677781, Georgia,Polk County
13235,32.23334561,-83.4754996, Georgia,Pulaski County
13237,33.32056115,-83.37552891, Georgia,Putnam County
13239,31.86728114,-85.01773177, Georgia,Quitman County
13241,34.88389445,-83.40304637, Georgia,Rabun County
13243,31.76622818,-84.75732369, Georgia,Randolph County
13245,33.35777107,-82.07026432, Georgia,Richmond County
13247,33.65145002,-84.02202167, Georgia,Rockdale County
13249,32.2654021,-84.31258912, Georgia,Schley County
13251,32.74976524,-81.60779441, Georgia,Screven County
13253,30.93464824,-84.86823924, Georgia,Seminole County
13255,33.26310031,-84.28013991, Georgia,Spalding County
13257,34.55151201,-83.29405315, Georgia,Stephens County
13259,32.07996777,-84.83208037, Georgia,Stewart County
13261,32.03650571,-84.19821492, Georgia,Sumter County
